texto,label,predito
Latam cortará 95% de seus voos em abril . . o latir airlines ltm.sn companhia aéreo américa sul cortar voar regular passageiro abril dever crise coronavírus informar o empresar n quinta-feira o companhia manter voar incluir rotar doméstico brasil chile e rotar internacional o latir haver anteriormente cortar voar,1,0.0
"É uma montagem o outdoor em que faculdade de direito ironiza ministros do STF. “Não seja como um Ministro do STF, saiba o que está fazendo! Estude Direito na UNIPEC”, diz um suposto outdoor de uma faculdade de São Paulo, cuja imagem foi compartilhada milhares de vezes em redes sociais desde agosto do ano passado. A propaganda é, contudo, fictícia: trata-se de uma montagem publicada originalmente por um site de humor. A instituição de ensino citada na publicidade também negou ter criado o outdoor.Envie-nos por WhatsApp Email. “ trazer honoris causar gênio marketing ” publicação compartilhar 2.500 facebook e twitter agostar versão semelhante publicidade ilustrar imagem ministro supremo tribunal federal stf dia toffoli cármen lúcia e gilmar mendes voltar o circular agostar d ano o sigla suposto faculdade o “ unipep ” publicação compartilhar rede social ilustrar capturar tela identificar o imagem outdoor publicar originalmente artigo site o otarionista intitular “ faculdade paulo causar polêmica ministro stf outdoor ”",0,0.0
"Brasil vendido à OMS pronto para Protagonizar a Nova Pandemia Mundial? Traidores da Pátria entregam soberania da nação à OMS e abrem campo para nova pandemia por meio da Doença X? Tedros, Nísia Trindade, e Luiz Inácio Lula da Silva estão preparando o Brasil para o cumprimento da promessa de que o país será o protagonista da próxima Pandemia através da Doença X que foi alardeada em Davos 2024 no Fórum Econômico Mundial? A ameaça de uma nova pandemia, supostamente planejada de forma intencional para possibilitar a tomada da soberania dos países por meio do novo Tratado Pandêmico, ganha execução no Brasil?",0,0.0
"médico brasileiro recebe o prêmio de melhor cientista do mundo, dia 02/fev/2024 Em meio a centenas de americanos, canadenses e europeus, o “Prêmio de Contribuições para Pesquisa Científica de Excelência” vem para o Brasil cientista brasileiro, recebe prêmio de melhor do mundo em pesquisa de combat a covid-19. Seus estudos, também sobre INVERMECTINA, aqui, no Brasil, sem dúvida serviram de base para salvar milhares ou milhões de vidas. Quem ama a verdadeira ciência agradece. Cientista brasileiro chamado de negacionista pela imprensa é eleito o melhor do mundo nos EUA Médico de Itajaí SC ganhou TÍTULO DE MELHOR CIENTISTA MÉDICO DO MUNDO por dar Ivermectina pra toda a população! E agora? O que vão dizer os “especialistas” de plantão da globóschta, da rbs, da ‘rádia’ gaúcha, da zh, e de todas as m…¹³ das suas porquêras afiliadas… que ficaram 25h/dia, 8 dias/semana, 33 dias/mês, 370 dias/ano falando bobagens, espalhando pânico, proibindo isso, proibindo aquilo, … 1 minuto de silêncio nos jogos “em homenagem” às vítimas da FRAUDEmia, … ??? DALE BOLSONAROOOOOO E AI PETEZADA???",0,0.0
Facebook e Twitter terão alerta em posts que declarem vitória antecipada nas eleições dos EUA. Redes sociais planejaram um selo para publicações que afirmem que um candidato foi eleito antes de as autoridades anunciarem o vencedor.. o facebook e o twitter anunciar medir conter o desinformação o resultar eleição unir acontecer n terça-feira redar social incluir alertar publicação declarar vencedor resultar oficial eua aplicativo facebook incluir o instagram destacar topar informação eleição o empresar candidatar declarar vitória prematuro plataforma selar abaixar publicação informar votar contar e o vencedor anunciar posts alegação pessoa votar remover o facebook,1,0.0
ex-apresentador vazar documentar sigiloso globo sobrar comer o emissor dever tratar o covid-19. . o imagem surgir o abril e mostrar umar foto documentar sigiloso divulgar apresentador haver demitir organização globo instrução rígido parir o jornalismo casar focar o covid-19 e descredibilizar o ações governar o combater pandemia coronavirus,0,0.0
"Operação no Aeroporto de Congonhas é retomada após suspensão temporária por queda de energia A paralisação da operação do Aeroporto de Congonhas na tarde desta sexta-feira (15), provocada por uma queda de energia, foi agravada devido a uma falha técnica do gerador da Torre de Comando. Segundo nota da Força Aérea Brasileira (FAB), responsável pela gestão da torre, ""o Departamento de Controle do Espaço Aéreo (DECEA) informa que a Torre de Controle de Congonhas possui gerador dedicado exclusivamente à torre, que entrou em operação no momento da queda de energia comercial. Durante o funcionamento do gerador, o equipamento apresentou problema técnico. Neste momento, a operação está normal"". Entre as 14h25 e as 15h51, pousos e decolagens foram suspensos no segundo aeroporto mais movimentado do país. Depois de uma hora e meia, a operação foi retomada, e aeronaves voltaram a decolar. No saguão, os passageiros reclamavam do calor e de confusão para conseguir remarcar voos que foram cancelados. Segundo a Aena, concessionária que administra o aeroporto, houve uma falha no abastecimento externo de energia, que afetou a Torre de Comando. ""As operações de pouso e decolagem ficaram suspensas entre 14h25 e 15h51. No terminal de passageiros, os geradores foram imediatamente acionados e a energia foi rapidamente normalizada. A Aena recomenda que todos os passageiros com voos marcados para esta sexta-feira entrem em contato com as companhias aéreas para verificar a situação dos voos"", afirma a nota da concessionária. De acordo com a Aena, até às 18h, houve o registro de 14 pousos cancelados, 25 decolagens canceladas e 13 voos alternados para outros aeroportos. Passageiros em saguão do Aeroporto de Congonhas, nesta sexta-feira (15) — Foto: Reprodução/Arquivo pessoal Também segundo a Aena, foram acionados seis geradores no terminal de passageiros. A gestão da Torre de Controle é de responsabilidade da Força Aérea Brasileira (FAB). Em nota, a FAB informou que a falha ocorreu devido a ""ocorrência de fogo na linha de transmissão, às 13h59, próxima ao aeroporto. A partir das 14h28, ocorreu degradação nas comunicações da Torre SP. Como medida, o plano de contingência para o aeroporto de SBSP foi implementado. Para garantir a segurança das operações, os voos foram alternados para os aeroportos de Confins (MG), Galeão (RJ) e Campinas (SP). Todos os tráfegos que alternaram foram catalogados para futuras referências"". Ainda segundo a FAB, ""às 15h59, a Torre de Controle voltou a operar com a energia comercial. No total, 28 tráfegos não decolaram a partir de Congonhas durante a janela de interrupção e 19 seguiram para pouso em aeródromos alternativos. Essas aeronaves terão suas decolagens priorizadas a fim de adequação da malha aérea das respectivas empresas impactadas"". A Enel, responsável pela distribuição de energia, informou que ""a distribuidora realizou manobras em sua rede e atuou para restabelecer o serviço, que já encontra-se normalizado"". A empresa ainda apura as causas. Avião da Latam realiza pouso após queda de energia no Aeroporto de Congonhas Calor no saguão Calor no saguão Há relatos de passageiros que ficaram mais de uma hora dentro do avião. Eles também reclamaram do calor extremo, pois o ar condicionado ficou desligado no saguão do aeroporto, e de falta de informações. Segundo o Centro de Gerenciamento de Emergências Climáticas (CGE) da Prefeitura de São Paulo, a temperatura máxima prevista para esta sexta é de 35°C. Passageiros em saguão do Aeroporto de Congonhas, nesta sexta-feira (15) — Foto: Reprodução/Arquivo pessoal Leonardo, por exemplo, tem voo comprado para o Rio de Janeiro e não conseguiu viajar. ""Estou fazendo a remarcação para amanhã e ele não confirma. Se confirmasse, eu já ia embora e pronto. Meu voo hoje seria às 17h35, cancelou, aí fiz remarcação para amanhã e olha aqui, está pendente."" Gisele ia para Belo Horizonte num voo previsto para 12h40. ""A gente estava dentro da aeronave. Ficamos mais de uma hora lá, parados. Depois voltamos para reabastecer o avião. Na hora que encostou, era para todo mundo sair porque tinham cancelado o voo. [Sensação de] revolta. Estamos aqui no check-in para saber se a gente vai conseguir embarcar hoje ainda."" Saguão do Aeroporto de Congonhas nesta sexta-feira (15) — Foto: Reprodução/GloboNews Em nota, a Latam informou que ""a suspensão de pousos e decolagens do aeroporto de Congonhas na tarde desta sexta-feira (15/3) forçou a companhia a alternar ou cancelar parte de seus voos em São Paulo. Esta é uma situação totalmente alheia ao controle da companhia, que está prestando a assistência necessária aos passageiros. A LATAM adota todas as medidas técnicas e operacionais para garantir uma operação segura a todos"". A Gol afirmou que seis voos foram cancelados e outros seis, que tinham Congonhas como destino, foram alternados para outros aeroportos. ""Todos os clientes afetados estão recebendo as devidas facilidades e sendo reacomodados nos próximos voos."" Espaço aéreo de Congonhas vazio por volta das 15h; aviões se concentram próximos ao aeroporto em Guarulhos — Foto: Reprodução/FlightAware Pelo site Flight Aware, por volta das 15h, era possível ver vazio no espaço aéreo no entorno de Congonhas, e os aviões se concentrando próximos ao Aeroporto Internacional de São Paulo, em Guarulhos. Um voo que saiu de Porto Alegre às 13h18 teria previsão de aterrissar em Congonhas às 15h32. A aeronave pousou no em Guarulhos. Aeronaves da Gol aguardam em solo normalização do Aeroporto de Congonhas — Foto: Reprodução/TV Globo",1,1.0
"Julgamento de Daniel Alves — Foto: Alberto Estevez/Reuters O ex-jogador brasileiro Daniel Alves pode ser solto nesta sexta-feira (22) se a fiança estipulada pela Justiça de Barcelona, de 1 milhão de euros (R$ 5,4 milhões), for paga. Clique aqui para seguir o canal de notícias internacionais do g1 no WhatsApp Alves poderia ter saído já na quinta (21), mas não fez o pagamento da fiança até o fechamento do expediente bancário, informou o Tribunal Superior da Catalunha ao g1. Fiança não foi paga nesta quinta-feira (21) e Daniel Alves permanece preso O pagamento de 1 milhão de euros tem que ser feito até as 14h de Barcelona (10h de Brasília). Se isso não ocorrer, o ex-jogador corre o risco de passar o final de semana na prisão. Isso porque a Audiência Provincial de Barcelona, onde o processo tramita, só funciona de segunda a sexta-feira. Alves teve a liberdade provisória decretada na quarta-feira (20). Os juízes da Audiência de Barcelona -- a corte mais alta da cidade -- aceitaram, em maioria, deixar Alves em liberdade enquanto a defesa aguarda a sentença definitiva, mediante fiança. Em fevereiro, Alves foi condenado a quatro anos e meio de prisão pelo crime de agressão sexual -- ele foi acusado de estuprar uma mulher em uma boate em Barcelona. A defesa, no entanto, recorreu da sentença e, na sequência, pediu para que o brasileiro aguardasse a deliberação final em liberdade. Os juízes determinaram ainda que todos os passaportes de Daniel Alves -- o brasileiro e o espanhol -- serão retirados. A sentença também determinou que: Ele é obrigado a manter uma distância de pelo menos 1 quilômetro da residência da vítima, de seu local de trabalho ou de qualquer outro lugar frequentado por ela -- a jovem é de Barcelona e também vive na capital catalã; Também não pode tentar se comunicar com a denunciante através de nenhum meio;Não pode deixar a Espanha;Deve comparecer semanalmente ao Tribunal de Barcelona ou quantas vezes lhe for solicitado. ""O tribunal delibera, por maioria e com voto individual: 'Acordar a prisão provisória de Daniel Alves, que pode ser evitada mediante o pagamento de uma fiança de 1.000.000 euros e, se o pagamento for verificado, e acordada a sua libertação provisória, ou retirada de ambos os passaportes, espanhol e brasileiro, a proibição de sair do território nacional, e a obrigação de comparecer semanalmente a este Tribunal Provincial, bem como quantas vezes for convocada pela Autoridade Judiciária"", disse a sentença. Daniel Alves está preso no presídio de Brians 2, um complexo presidencial a 40 quilômetros de Barcelona, onde Alves tem uma casa. O brasileiro comprou a residência quando jogava pelo Barcelona. Sua esposa, a modelo espanhola Joana Sanz, vive atualmente na residência, segundo a imprensa espanhola. A mãe de Daniel Alves, Maria Lucia Alves, celebrou a sentença nas redes sociais e disse que ""a vitória chegou"". Ela também é alvo de um processo que corre na Justiça espanhola por ter divulgado supostas imagens da vítima -- desde o início do caso, a juíza responsável proibiu que a identidade da denunciante fosse divulgada por qualquer meio. Atenuante por reparação Atenuante por reparação A sentença proferida a Daniel Alves no fim de fevereiro, pela qual ele era condenado por estupro, determinou como pena apenas a metade dos nove anos de prisão que a Promotoria espanhola pedia -- a acusação havia pedido a pena máxima nesses casos, de 12 anos. O tribunal, no entanto, determinou quatro anos e meio de prisão porque aplicou ao ex-jogador um atenuante pelo fato de o jogador ter pago, antes da sentença, a quantia de 150 mil euros (R$ 801,2 mil) à vítima. O montante, determinado em uma sentença provisória anterior, expressou, segundo o tribunal, ""uma vontade reparadora"". Os 150 mil euros pagos por Daniel Alves ao tribunal foram doados pela família de Neymar, segundo informações do jornal O Globo. Ao g1, a assessoria de Neymar disse à época que não se manifestaria. Neymar ajuda Daniel Alves financeiramente e juridicamente desde janeiro deste ano. Alves está sem acesso aos seus bens desde que foi preso, em janeiro de 2023. LEIA TAMBÉM: 'SOLO SÍ ES SÍ': Julgamento de Daniel Alves será marco para mulheres da Espanha e nova forma de encarar a segurança de relacionamentos, diz advogadaNÃO É NÃO: Como caso Daniel Alves inspirou lei de combate à violência sexual contra mulheres em bares e boates no Brasil Daniel Alves — Foto: Jornal Nacional/Reprodução",1,1.0
"Carro que pode ser adquirido a partir de R$ 3 mil no novo leilão da Receita Federal. — Foto: Reprodução/ Receita Federal A Alfândega da Receita Federal do Brasil vai realizar, em 28 de março, mais um leilão com mercadorias e veículos apreendidos ou abandonados. São 129 lotes no total, que incluem carros usados, smartphones, notebooks, videogames, câmeras fotográficas e uma série de outros itens. O leilão será realizado de forma eletrônica. (veja mais abaixo a lista completa dos produtos e como participar) Os lances devem ser feitos para os lotes fechados — ou seja, um conjunto de determinados itens. O lote mais barato é o de número 118, que pode ser arrematado a partir de R$ 200 e contém uma caixa de som. Outros destaques do leilão são os lotes de número 41, 42, 44, 45, 46, 47, 57, 103, 117, 118 e 122: Nos lotes 41, 42, 44, 45 e 46, é possível arrematar carros a partir de R$ 3 mil.No lote 47, é possível arrematar uma mesa de som a partir de R$ 8 mil.No lote 57, é possível arrematar um casaco da marca Fendi a partir de R$ 12 mil.No lote 103, é possível arrematar um iPhone 14, fones de ouvido e uma air tag a partir de R$ 4,5 mil.No lote 117, é possível arrematar um microscópio a partir de R$ 1,6 mil.No lote 118, é possível arrematar uma caixa de som a partir de R$ 200.No lote 122, é possível arrematar um PlayStation 5 a partir de R$ 1,4 mil. O lote mais caro é o de número 51, que pode ser adquirido por, no mínimo, R$ 1,5 milhão. Ele conta com duas brocas para perfuração e mais de 50 mil displays para celulares. Esse lote só pode ser arrematado por pessoas jurídicas. As pessoas físicas só podem fazer lances para os lotes: 68, 69, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 116, 117, 118, 119, 120, 122, 124, 125, 126 e 129. Já as pessoas jurídicas podem apresentar propostas de compra para todos os lotes. As propostas de valor para o leilão só podem ser feitas de forma online, das 8h do dia 26 de março até as 20h do dia 27 de março. A classificação acontece às 9h do dia 28, com início da sessão às 10h. Pela primeira vez, os lotes poderão ser visitados no saguão do Terminal 3 do Aeroporto de Guarulhos. A visitação ocorrerá nos dias 20 e 21 de março, das 09h30 às 16h30, sem necessidade de agendamento. A partir da arrematação, os licitantes terão 30 dias para retirada dos lotes. A participação no leilão eletrônico por pessoas físicas e pessoas jurídicas se dará por meio do serviço “Sistema de Leilão Eletrônico”, acessado via Centro Virtual de Atendimento ao Contribuinte (e-CAC) mediante o uso de identidades digitais da conta gov.br com nível de confiabilidade Prata ou Ouro. Veja a lista de itens disponíveis Veja a lista de itens disponíveis mouses;notebooks;acessórios para smartphones;smartphones;fones de ouvido com fio;cabos elétricos;bolsas;carteiras;maletas;baterias para drone;poltrona reclinável;mochilas;caminhões;peças e acessórios variados para veículos;cortes de tecido;refletores de LED;cartuchos para impressoras;bijouterias;relógios de pulso;utensílios de cozinha e utilidades domésticas;livros;calças;bermudas;kimonos;jaquetas;bicicleta ergométrica;tapetes;quadros decorativos;câmeras de segurança;calçados;luvas de borracha;carros;uma mesa de som;cadeiras giratórias;um casaco da marca Fendi;meias;projetores;lâmpadas;sapatilhas para pedalar;peças de aeronaves;tablets;roteadores;pedras e cristais;acessórios de cabelo;vestidos;drones;perfumes;copos Stanley;vela de kitesurf;instrumentos de natação;microscópio;videogame;e uma bicicleta. Quem pode participar do leilão? Quem pode participar do leilão? Pessoas físicas podem participar do leilão sob os seguintes critérios: ser maior de 18 anos ou pessoa emancipada;ser inscrito no Cadastro de Pessoas Física (CPF);ter selo de confiabilidade Prata ou Ouro no sistema de identidade digital do Governo Federal. Já para pessoas jurídicas, os critérios são os seguintes: ter cadastro regular no Cadastro Nacional de Pessoas Jurídica (CNPJ);ou, no caso do responsável da empresa ou de seu procurador, ter selo de confiabilidade Prata ou Ouro no sistema de identidade digital do Governo Federal. Como participar do leilão? Como participar do leilão? Para participar do leilão apresentando um lance, o interessado precisa seguir os seguintes passos: entre 26 e 27 de março, observando os horários estabelecidos pela Receita, acessar o Sistema de Leilão Eletrônico por meio do Centro Virtual de Atendimento ao Contribuinte (e-CAC);selecionar o edital do leilão em questão, de número 0817600/000001/2024 - AEROPORTO INTERNACIONAL DE SÃO PAULO;escolher o lote em que se quer fazer o lance e clicar em ""incluir proposta"";aceitar os termos e condições apresentados pelo site da Receita;e incluir o valor proposto (que, necessariamente, deve ser maior do que o valor mínimo estabelecido pela Receita), e salvar. 'Destaque g1': veja como vai funcionar o leilão da Receita Federal",1,1.0
"Joesley Batista escreve carta de agradecimento ao PT após Friboi virar JBS Foods Internacional . Boato – Em carta, Joesley Batista anuncia nova sede da JBS Foods Internacional nos EUA (que não é mais Friboi) e agradece ao PT, Lula e Dilma.. jbs foods international prezar cliente e amigo o hoje atender eua o antigo friboi jbs passar o chamar jbs foods international gostar agradecer o inocentar eleitor trabalhador indiretamente ajudar simples açougueiro interior goiá o tornar dono alimento origem animal mundo ano deixar registrar apreçar ex-presidente lula ex-presidente dilma ex-ministro guido mantega e integrante trabalhador jamais conseguir financiamento bilião real bndes juro módico pagar o bndes concordar transformar o dívida ações jbs brasil o fundo pensão petros e cef injetaram bilião real humildar companhia deixar lembrar amigar e talentoso ator tony ramo topar participar campanha publicitário emprestar imagem reputação indiscutivelmente confiável o infelizmente ficar brasil lamentar achar humorista piar o carnar papelão finalizar estratégia sair país maneiro definitivo e achar esperto boicotar produto aliás o palavra boicotar empregar ciência errar lei brasileiro século passar permitir cometer deslize caro autoridade sair impune e portar frente d jogar interesse complexo e rentável o brasileiro crente e honesto ficar deus salvá-los amigar ficar o ticiana forte abraçar joesley safadão",0,0.0
"“Diabetes é basicamente um problema de vermes, entre milhares de pessoas testadas com diabetes, não foi achado um único caso que não fosse causado por solitária que ataca o pâncreas junto com outros vermes como Euritrema pancreaticum (literalmente come o pâncreas) e Fasciola hepatica. Alimentação errada ocasiona a diabetes, não se pega diabetes, se fabrica, você é o culpado, preparou o terreno e deixou o verme tomar conta. Não fez um tratamento contra verme, comeu doces demais, o verme vive de doces, sorvete, chocolate, açúcar branco. Isso causa má digestão a vista enfraquece e pode ficar cego, entre outros males”. “DIABETES ? temos o GUAZUMA, mata o verme do pâncreas e ajuda as células betas do pâncreas a produzir insulina”. “O melhor remédio pra DIABETES que você já pode ter tomado. Mata o verme do pâncreas e ajuda as células betas do pâncreas a produzir insulina pra vc não depender mais de remédios”.",0,0.0
